Step,FlowLoss,Accepted,AvgEnergy,AvgShift,AvgAcc,AvgMSD,T_Phys,T_Train,T_Jump,T_Total
0,7258.607421875,1,-241.39483642578125,2.1824839115142822,1.1284717321395874,0.0,8.38100528717041,1.286128282546997,1.182192087173462,10.849409818649292
100,4883.8466796875,1,-321.5390319824219,3.3748998641967773,2.1041665077209473,5575.60009765625,7.505524635314941,0.5564134120941162,1.1458041667938232,9.207775831222534
200,4541.17138671875,1,-349.53192138671875,3.28916072845459,1.8159724473953247,13368.0078125,7.721746444702148,0.4979562759399414,1.1846199035644531,9.404356002807617
300,4360.341796875,1,-369.0882873535156,2.826613426208496,1.3090271949768066,19215.986328125,7.8696229457855225,0.5821590423583984,1.2904410362243652,9.742257833480835
400,2550.700927734375,0,-370.80206298828125,2.587412118911743,1.0520827770233154,25449.66015625,8.134922742843628,0.5288629531860352,1.7087459564208984,10.372550249099731
500,2723.39599609375,0,-367.2939147949219,2.3717539310455322,0.8784716725349426,29916.9609375,8.084822654724121,0.40123701095581055,1.9972288608551025,10.48330807685852
600,1748.0018310546875,0,-365.8319396972656,2.3370723724365234,0.8437494039535522,31999.94921875,8.178858757019043,0.4870758056640625,2.047846794128418,10.713797330856323
700,1414.203857421875,0,-357.0284729003906,2.304426431655884,1.0868051052093506,36372.25390625,7.895488977432251,0.4516310691833496,1.7194223403930664,10.066558361053467
800,1345.85986328125,1,-363.50836181640625,2.214143753051758,0.923610508441925,39305.37109375,8.01678991317749,0.444594144821167,1.6093401908874512,10.070755958557129
900,665.902587890625,0,-359.0873718261719,2.4157555103302,1.0243046283721924,42367.6796875,8.336800336837769,0.41369009017944336,2.1283161640167236,10.878823280334473
1000,604.698974609375,0,-368.1597900390625,2.3800394535064697,0.8819438219070435,46928.40625,8.208458185195923,1.010554552078247,2.7111165523529053,11.93014907836914
1100,918.0267333984375,0,-366.2071838378906,2.2393157482147217,0.6979163289070129,50947.828125,8.174911499023438,0.5904910564422607,2.2208003997802734,10.986220836639404
1200,319.25238037109375,0,-375.4512023925781,2.0613579750061035,0.6805551648139954,54546.63671875,8.233772039413452,0.5820956230163574,3.1814589500427246,11.997346878051758
1300,351.56829833984375,0,-382.4723815917969,1.9961116313934326,0.6562497615814209,57905.28515625,8.873730421066284,0.2392287254333496,3.280830144882202,12.393805980682373
1400,658.5213623046875,0,-381.79449462890625,2.0061891078948975,0.6666662693023682,61312.05859375,8.254615545272827,0.5341782569885254,3.658127784729004,12.446940660476685
1500,637.3719482421875,0,-380.68316650390625,1.9979864358901978,0.7361106872558594,64239.81640625,8.158008575439453,0.5638444423675537,2.5535664558410645,11.275436401367188
1600,384.8088684082031,1,-375.9598388671875,1.9712111949920654,0.659721851348877,65963.84375,8.327751159667969,0.4832737445831299,2.548600435256958,11.359675168991089
1700,671.25048828125,0,-342.9096374511719,2.2551393508911133,0.7604162096977234,69901.796875,9.060815572738647,0.42815208435058594,2.0789735317230225,11.567957878112793
1800,-41.54222106933594,0,-338.32501220703125,2.4754068851470947,0.725693941116333,72263.578125,9.076869010925293,0.42165565490722656,2.0203492641448975,11.518890857696533
1900,-34.106048583984375,0,-350.2472229003906,2.479642391204834,0.7048606872558594,75809.6484375,8.881699800491333,0.4705691337585449,3.1834774017333984,12.535763263702393
2000,26.375411987304688,0,-362.696044921875,2.376776695251465,0.7743051648139954,79297.1171875,8.556743621826172,0.9821343421936035,3.3684206008911133,12.907327651977539
2100,647.4869995117188,0,-370.0489807128906,2.3208281993865967,0.5972217917442322,82174.2734375,8.740832090377808,0.42074084281921387,2.6380436420440674,11.799634218215942
2200,293.13885498046875,0,-369.9135437011719,2.1549174785614014,0.5729165077209473,84644.4375,8.457199335098267,0.45266246795654297,3.5682485103607178,12.478130578994751
2300,-196.47528076171875,0,-370.9604797363281,2.0980935096740723,0.5833331942558289,87382.1171875,8.505371809005737,0.5366020202636719,4.32340669631958,13.365397930145264
2400,302.00030517578125,0,-374.9234619140625,2.097219467163086,0.6979162693023682,88810.0078125,8.341110706329346,0.5186874866485596,3.1616368293762207,12.021453380584717
2500,9.42852783203125,1,-375.93402099609375,1.9989944696426392,0.6944441199302673,91065.7109375,8.301915407180786,0.5516157150268555,2.0869646072387695,10.94052767753601
2600,-1003.1258544921875,0,-348.22735595703125,2.1940948963165283,0.666666567325592,93922.09375,8.628294706344604,0.46492457389831543,2.185084104537964,11.278320550918579
2700,68.94027709960938,0,-346.5911865234375,2.4693009853363037,0.6527774930000305,96299.2265625,8.536679983139038,0.464169979095459,3.7751762866973877,12.776044130325317
2800,323.4329833984375,0,-349.6080322265625,2.4805104732513428,0.6874997019767761,101227.7734375,8.358708620071411,0.45894670486450195,4.193589448928833,13.011261224746704
2900,-960.9813842773438,0,-356.0074462890625,2.491319179534912,0.7256940603256226,105856.1796875,8.27851414680481,0.5531661510467529,4.316636800765991,13.148341655731201
3000,-627.633544921875,0,-364.8639831542969,2.2144429683685303,0.7152774333953857,110350.7421875,8.37192988395691,0.99100661277771,4.71935248374939,14.082307815551758
3100,-1091.022216796875,0,-370.7123718261719,2.1833789348602295,0.7430550456047058,115327.8203125,8.370751142501831,0.42540812492370605,4.65236496925354,13.448540687561035
3200,364.92059326171875,0,-377.20843505859375,2.146768569946289,0.6666663289070129,117306.3203125,8.409029483795166,0.5230226516723633,2.907135009765625,11.839205503463745
3300,-654.5447387695312,0,-385.29718017578125,2.0473411083221436,0.7256940603256226,119253.15625,8.266638040542603,0.41814517974853516,4.335456609725952,13.02025818824768
3400,-120.79719543457031,0,-388.7494812011719,2.05368709564209,0.6736107468605042,122509.5390625,8.157011270523071,0.5449438095092773,3.332904815673828,12.034878492355347
3500,-800.9171752929688,0,-391.99273681640625,2.0145604610443115,0.5833330154418945,124762.7734375,8.145201206207275,0.48296403884887695,4.609001636505127,13.237185955047607
3600,471.29827880859375,0,-392.998046875,2.0294883251190186,0.5902774930000305,126230.9375,8.272871017456055,0.5584697723388672,3.843907117843628,12.675265789031982
3700,-718.9835205078125,0,-394.2358703613281,1.8724191188812256,0.6493051648139954,127684.046875,8.345895290374756,0.5175926685333252,4.90397310256958,13.767478704452515
3800,-749.0481567382812,0,-393.2046813964844,1.8852627277374268,0.5833331942558289,131640.40625,8.173356533050537,0.5448451042175293,4.156224250793457,12.874443054199219
3900,59.166748046875,0,-398.94683837890625,1.917352318763733,0.6562495231628418,134682.890625,8.150853157043457,0.53952956199646,3.235997438430786,11.926398038864136
4000,-740.9183349609375,0,-396.7489013671875,1.8937608003616333,0.6006941795349121,136130.796875,8.138298034667969,0.9561147689819336,3.1745102405548096,12.268943071365356
4100,518.412841796875,0,-398.8183288574219,1.8979344367980957,0.7152771949768066,138661.15625,8.282508373260498,0.570279598236084,3.0390210151672363,11.891826391220093
4200,-28.52593994140625,0,-398.3358154296875,1.8862862586975098,0.6874997615814209,139453.6875,8.13383960723877,0.4379608631134033,2.910557985305786,11.482375860214233
4300,-791.25634765625,0,-396.1821594238281,1.8779717683792114,0.5902774333953857,143195.359375,8.188369989395142,0.47971010208129883,3.1937363147735596,11.86183500289917
4400,297.36041259765625,0,-398.8499755859375,1.8275679349899292,0.6944441795349121,145955.890625,8.306832790374756,0.5463762283325195,4.9485790729522705,13.801805973052979
4500,-1051.5048828125,0,-397.999267578125,1.880516767501831,0.6666663289070129,146662.75,8.246581554412842,0.6084702014923096,4.312396764755249,13.167466163635254
4600,-112.77467346191406,0,-400.9914855957031,1.851798415184021,0.6180551052093506,149744.953125,8.316091060638428,0.5193264484405518,5.370235204696655,14.205670595169067
4700,-443.205810546875,0,-397.19268798828125,1.9142587184906006,0.597221851348877,154224.375,8.233404636383057,0.4454653263092041,2.5970168113708496,11.275906085968018
4800,-611.2134399414062,0,-398.9136657714844,1.8927545547485352,0.7222217321395874,156130.640625,8.205416679382324,0.5465471744537354,4.44914984703064,13.20115351676941
4900,-1159.2139892578125,0,-392.10394287109375,1.9118623733520508,0.5972219109535217,159303.65625,8.161481142044067,0.5713555812835693,6.781021595001221,15.513877630233765
5000,-647.3073120117188,0,-391.73895263671875,1.8828380107879639,0.6354163885116577,161070.125,8.165498495101929,0.9640305042266846,4.49748420715332,13.627070665359497
5100,-584.98779296875,0,-398.29571533203125,1.8329026699066162,0.6527774930000305,162055.359375,8.167327880859375,0.38808488845825195,5.479807615280151,14.035237312316895
5200,-520.2603759765625,0,-402.1971435546875,1.854897141456604,0.6076385974884033,164051.15625,8.161075830459595,0.403977632522583,4.978946208953857,13.544015645980835
5300,-530.158935546875,0,-405.919677734375,1.8264555931091309,0.6527774930000305,167099.140625,8.210691213607788,0.43239521980285645,4.1797802448272705,12.822882413864136
5400,-299.2063293457031,0,-404.7696533203125,1.8898903131484985,0.722221851348877,170527.234375,8.173098802566528,0.32967519760131836,4.129643678665161,12.632436513900757
5500,147.1524658203125,0,-397.3838806152344,1.910873532295227,0.6770830750465393,171654.875,8.184287548065186,0.5452611446380615,3.936995267868042,12.666561841964722
5600,-1055.1414794921875,0,-403.9428405761719,1.8855189085006714,0.7604163885116577,172713.078125,8.281280994415283,0.4574902057647705,4.57987380027771,13.318661451339722
5700,-1335.2392578125,0,-396.6981506347656,1.8662017583847046,0.7291662693023682,176510.359375,8.244996070861816,0.4700946807861328,3.988520383834839,12.703628063201904
5800,-550.5435791015625,0,-389.7750244140625,1.9258652925491333,0.6631940603256226,176772.796875,8.213108539581299,0.4561576843261719,5.811438322067261,14.480723857879639
5900,-894.1288452148438,0,-385.81817626953125,1.9186506271362305,0.6388887166976929,180067.984375,8.144638061523438,0.4591231346130371,6.071134567260742,14.674912452697754
6000,-642.2835693359375,0,-391.3911437988281,1.8110013008117676,0.6701384782791138,182934.015625,8.280168771743774,0.8636875152587891,4.869897365570068,14.013772964477539
6100,-301.32781982421875,0,-390.40557861328125,1.9478896856307983,0.6840276122093201,186382.859375,8.181303024291992,0.47391653060913086,8.020218849182129,16.67545771598816
6200,-177.4287567138672,0,-392.8323059082031,1.8853161334991455,0.7743050456047058,189607.875,8.232360363006592,0.5658893585205078,4.225497484207153,13.023764371871948
6300,-407.774658203125,0,-392.190673828125,1.8338687419891357,0.5902774930000305,192183.953125,8.244908332824707,0.4863736629486084,4.797554969787598,13.528854131698608
6400,-286.1087646484375,0,-390.02716064453125,1.8785009384155273,0.7743051648139954,192936.9375,8.191932916641235,0.415590763092041,5.525741815567017,14.133280992507935
6500,51.626617431640625,0,-388.8352355957031,1.8817131519317627,0.7083329558372498,196229.90625,8.263083219528198,0.4591491222381592,5.843257665634155,14.565507888793945
6600,-8.012939453125,0,-387.1248474121094,1.9274876117706299,0.6041664481163025,198956.28125,8.292660236358643,0.4355795383453369,7.547482013702393,16.275739908218384
6700,-759.8905029296875,0,-385.10467529296875,1.8824692964553833,0.5763885974884033,201620.34375,8.232559204101562,0.3876016139984131,6.9969565868377686,15.617135763168335
6800,-547.7073974609375,0,-380.0894775390625,1.8808420896530151,0.6909719705581665,203854.453125,8.231751918792725,0.5323002338409424,4.7532408237457275,13.517310619354248
6900,-592.110595703125,0,-383.4891357421875,1.8974943161010742,0.7048607468605042,206261.140625,8.13570761680603,0.5441927909851074,5.885233640670776,14.565153360366821
7000,-962.4636840820312,0,-385.6490173339844,1.8502100706100464,0.5694440603256226,207031.0625,8.131334781646729,1.0204269886016846,3.9313695430755615,13.083150625228882
7100,-900.9662475585938,0,-378.5337829589844,1.9147316217422485,0.6319441795349121,211612.6875,8.244877338409424,0.5438296794891357,6.942503929138184,15.731228113174438
7200,-630.1730346679688,0,-381.83660888671875,1.8860728740692139,0.8333329558372498,216229.546875,8.285145282745361,0.41635608673095703,5.76022744178772,14.461747884750366
7300,-694.9764404296875,0,-382.7162780761719,1.8574937582015991,0.6284719705581665,220620.28125,8.121516227722168,0.5063776969909668,4.6489152908325195,13.276825666427612
7400,-1122.0418701171875,0,-385.0594177246094,1.8919780254364014,0.6319441795349121,223339.421875,8.188427686691284,0.4917263984680176,4.772802352905273,13.452974796295166
7500,-264.9614562988281,0,-383.714111328125,1.9165229797363281,0.7048608660697937,225213.546875,8.267656803131104,0.4542999267578125,6.861656188964844,15.583630084991455
7600,-888.9575805664062,0,-386.8531188964844,1.8213751316070557,0.6180552244186401,227766.34375,8.327070951461792,0.5390312671661377,5.5411083698272705,14.407227516174316
7700,-1025.609375,0,-381.1598815917969,1.917751669883728,0.6354162096977234,230072.203125,8.164795875549316,0.540179967880249,4.573362827301025,13.27835488319397
7800,66.5859375,0,-383.10870361328125,1.8738656044006348,0.6111107468605042,231528.078125,8.110538482666016,0.4873802661895752,4.4374659061431885,13.035405158996582
7900,-17.457000732421875,0,-380.2589416503906,1.8875575065612793,0.6805552840232849,233150.65625,8.300488710403442,0.5190348625183105,5.171330213546753,13.990871667861938
8000,513.1077270507812,0,-381.7126159667969,1.8567428588867188,0.6874997019767761,235369.703125,8.210295915603638,1.061051368713379,6.316023826599121,15.587392568588257
8100,-1021.5804443359375,0,-388.8060302734375,1.841630458831787,0.6284719705581665,238623.796875,8.378615379333496,0.4565906524658203,8.50902795791626,17.34425449371338
8200,-952.6729736328125,0,-395.17633056640625,1.8719209432601929,0.7743051052093506,240420.8125,8.307426929473877,0.5572836399078369,6.458115816116333,15.322844505310059
8300,-1146.6982421875,0,-385.27960205078125,1.8454277515411377,0.6388886570930481,243168.84375,8.232237577438354,0.47335124015808105,6.754267454147339,15.459874868392944
8400,-1283.9752197265625,0,-380.864501953125,1.8870759010314941,0.6423607468605042,244321.953125,8.244601249694824,0.3424994945526123,7.645533800125122,16.232654571533203
8500,-633.69580078125,0,-382.1966552734375,1.8651347160339355,0.8298606276512146,244824.65625,8.397035598754883,0.3709595203399658,5.235723495483398,14.0037362575531
8600,-584.416259765625,0,-386.7402038574219,1.8795489072799683,0.7465274333953857,248881.921875,8.331428527832031,0.47753381729125977,5.8994505405426025,14.708433151245117
8700,-314.75335693359375,0,-387.5440979003906,1.9011441469192505,0.6701385974884033,250193.3125,8.177762985229492,0.4970076084136963,7.770952939987183,16.44574236869812
8800,-640.3321533203125,0,-393.230224609375,1.8644615411758423,0.6805551648139954,251327.8125,8.156718969345093,0.4452393054962158,4.3602423667907715,12.962217092514038
8900,-811.7589721679688,0,-397.3452453613281,1.832517385482788,0.7187495231628418,255327.4375,8.186073541641235,0.49730992317199707,6.816782712936401,15.500182867050171
9000,-1263.59423828125,0,-394.9842224121094,1.8466447591781616,0.7777774333953857,256523.21875,8.1266508102417,0.9597086906433105,8.918577909469604,18.004957675933838
9100,926.519287109375,0,-389.95159912109375,1.8802077770233154,0.7534717321395874,258157.78125,8.13889741897583,0.42984652519226074,3.268003225326538,11.836764097213745
9200,-116.02432250976562,0,-391.16656494140625,1.752519130706787,0.6840273141860962,260157.3125,8.128353357315063,0.5408658981323242,8.380122661590576,17.049360275268555
9300,-878.10986328125,0,-392.0716857910156,1.9376405477523804,0.7013884782791138,262719.3125,8.180933713912964,0.45720791816711426,8.032368183135986,16.67052674293518
9400,-519.604248046875,0,-386.7487487792969,1.819891095161438,0.7256940603256226,265223.6875,8.081695318222046,0.46210455894470215,8.088977575302124,16.63279438018799
9500,-364.06402587890625,0,-383.2807312011719,1.8474721908569336,0.829860508441925,268167.03125,8.12448000907898,0.40254640579223633,6.756539344787598,15.283584117889404
9600,-1082.7777099609375,0,-386.0739440917969,1.8742942810058594,0.6562497615814209,271225.5625,8.154081344604492,0.4645400047302246,9.647529363632202,18.266167640686035
9700,115.986572265625,0,-390.5933532714844,1.8022704124450684,0.7638884782791138,272203.0625,8.110718011856079,0.509598970413208,4.442897081375122,13.063230037689209
9800,262.9227294921875,0,-386.39471435546875,1.8449172973632812,0.7465274930000305,274595.28125,8.16240406036377,0.5430681705474854,4.265695810317993,12.971184730529785
9900,-763.6163330078125,0,-388.9222412109375,1.8339548110961914,0.6041662693023682,277791.8125,8.22215723991394,0.5544750690460205,6.2415361404418945,15.018200874328613
